review_id,review_text,star_rating,true_label
69,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
70,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
71,My delivery was delayed twice and customer support never fixed the shipping issue.,1,negative
72,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
73,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
74,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",2,negative
75,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
76,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
77,"Shipping took almost two weeks and my order arrived late again, very frustrating.",2,negative
78,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
79,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
80,"The flavor of the dark roast is incredible, rich and smooth every single morning.",5,positive
81,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
82,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
83,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
84,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
85,"The subscription price increase is ridiculous, too expensive to justify anymore.",1,negative
86,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
87,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
88,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
89,"Terrible shipping experience, the box arrived crushed and delivery was slow.",1,negative
90,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
91,"The subscription price increase is ridiculous, too expensive to justify anymore.",2,negative
92,"Terrible shipping experience, the box arrived crushed and delivery was slow.",1,negative
93,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
94,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
95,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
96,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
97,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
98,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
99,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
100,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
101,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
102,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
103,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
104,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
105,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
106,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
107,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
108,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
109,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
110,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
111,My delivery was delayed twice and customer support never fixed the shipping issue.,1,negative
112,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
113,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
114,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
115,"Shipping took almost two weeks and my order arrived late again, very frustrating.",1,negative
116,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
117,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
118,"The flavor of the dark roast is incredible, rich and smooth every single morning.",5,positive
119,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
120,My delivery was delayed twice and customer support never fixed the shipping issue.,2,negative
121,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",4,positive
122,"Terrible shipping experience, the box arrived crushed and delivery was slow.",2,negative
123,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
124,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
125,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
126,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
127,My delivery was delayed twice and customer support never fixed the shipping issue.,1,negative
128,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
129,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",4,positive
130,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,4,positive
131,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
132,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
133,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
134,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
135,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
136,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
137,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
138,"The subscription price increase is ridiculous, too expensive to justify anymore.",2,negative
139,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
140,My delivery was delayed twice and customer support never fixed the shipping issue.,1,negative
141,"Shipping took almost two weeks and my order arrived late again, very frustrating.",2,negative
142,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
143,"The subscription price increase is ridiculous, too expensive to justify anymore.",2,negative
144,My delivery was delayed twice and customer support never fixed the shipping issue.,1,negative
145,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
146,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
147,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
148,"Shipping took almost two weeks and my order arrived late again, very frustrating.",2,negative
149,"Terrible shipping experience, the box arrived crushed and delivery was slow.",1,negative
150,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
151,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
152,"Shipping took almost two weeks and my order arrived late again, very frustrating.",1,negative
153,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
154,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
155,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
156,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
157,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",4,positive
158,"The flavor of the dark roast is incredible, rich and smooth every single morning.",5,positive
159,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
160,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
161,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
162,"Terrible shipping experience, the box arrived crushed and delivery was slow.",1,negative
163,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
164,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
165,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
166,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
167,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
168,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
169,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
170,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
171,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
172,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
173,My delivery was delayed twice and customer support never fixed the shipping issue.,2,negative
174,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
175,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
176,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
177,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",1,negative
178,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
179,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
180,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
181,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
182,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
183,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",2,negative
184,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
185,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,4,positive
186,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
187,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",1,negative
188,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
189,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
190,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
191,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
192,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
193,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
194,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",4,positive
195,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
196,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
197,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,4,positive
198,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
199,"Shipping took almost two weeks and my order arrived late again, very frustrating.",2,negative
200,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
201,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
202,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
203,"Shipping took almost two weeks and my order arrived late again, very frustrating.",2,negative
204,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
205,"Terrible shipping experience, the box arrived crushed and delivery was slow.",1,negative
206,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
207,"The subscription price increase is ridiculous, too expensive to justify anymore.",2,negative
208,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
209,"The subscription price increase is ridiculous, too expensive to justify anymore.",1,negative
210,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",1,negative
211,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
212,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
213,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
214,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
215,My delivery was delayed twice and customer support never fixed the shipping issue.,2,negative
216,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
217,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
218,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
219,"The flavor of the dark roast is incredible, rich and smooth every single morning.",5,positive
220,"The flavor of the dark roast is incredible, rich and smooth every single morning.",5,positive
221,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
222,"The subscription price increase is ridiculous, too expensive to justify anymore.",1,negative
223,"Terrible shipping experience, the box arrived crushed and delivery was slow.",2,negative
224,My delivery was delayed twice and customer support never fixed the shipping issue.,1,negative
225,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",2,negative
226,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
227,My delivery was delayed twice and customer support never fixed the shipping issue.,1,negative
228,"The subscription price increase is ridiculous, too expensive to justify anymore.",1,negative
229,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",2,negative
230,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
231,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
232,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
233,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",4,positive
234,"The flavor of the dark roast is incredible, rich and smooth every single morning.",5,positive
235,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
236,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
237,My delivery was delayed twice and customer support never fixed the shipping issue.,2,negative
238,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
239,"Terrible shipping experience, the box arrived crushed and delivery was slow.",2,negative
240,My delivery was delayed twice and customer support never fixed the shipping issue.,1,negative
241,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,4,positive
242,My delivery was delayed twice and customer support never fixed the shipping issue.,2,negative
243,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,4,positive
244,"The subscription price increase is ridiculous, too expensive to justify anymore.",1,negative
245,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
246,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
247,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
248,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
249,"Shipping took almost two weeks and my order arrived late again, very frustrating.",1,negative
250,"Terrible shipping experience, the box arrived crushed and delivery was slow.",1,negative
251,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
252,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
253,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
254,"Shipping took almost two weeks and my order arrived late again, very frustrating.",2,negative
255,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
256,My delivery was delayed twice and customer support never fixed the shipping issue.,2,negative
257,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
258,"Terrible shipping experience, the box arrived crushed and delivery was slow.",2,negative
259,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
260,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
261,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",2,negative
262,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
263,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
264,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",2,negative
265,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
266,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
267,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
268,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
269,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
270,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",2,negative
271,"Terrible shipping experience, the box arrived crushed and delivery was slow.",2,negative
272,"Shipping took almost two weeks and my order arrived late again, very frustrating.",1,negative
273,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
274,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
275,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
276,My delivery was delayed twice and customer support never fixed the shipping issue.,1,negative
277,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",1,negative
278,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
279,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
280,"The flavor of the dark roast is incredible, rich and smooth every single morning.",5,positive
281,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
282,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
283,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
284,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
285,"The flavor of the dark roast is incredible, rich and smooth every single morning.",5,positive
286,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
287,"The subscription price increase is ridiculous, too expensive to justify anymore.",1,negative
288,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
289,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
290,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
291,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",2,negative
292,My delivery was delayed twice and customer support never fixed the shipping issue.,2,negative
293,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,4,positive
294,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
295,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
296,"The subscription price increase is ridiculous, too expensive to justify anymore.",2,negative
297,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
298,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
299,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
300,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
301,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
302,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
303,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
304,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",2,negative
305,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
306,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",4,positive
307,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",2,negative
308,My delivery was delayed twice and customer support never fixed the shipping issue.,1,negative
309,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
310,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
311,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
312,"Shipping took almost two weeks and my order arrived late again, very frustrating.",1,negative
313,"Shipping took almost two weeks and my order arrived late again, very frustrating.",2,negative
314,"Terrible shipping experience, the box arrived crushed and delivery was slow.",1,negative
315,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
316,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,4,positive
317,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
318,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",2,negative
319,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
320,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
321,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
322,"Terrible shipping experience, the box arrived crushed and delivery was slow.",1,negative
323,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
324,"The subscription price increase is ridiculous, too expensive to justify anymore.",1,negative
325,"The flavor of the dark roast is incredible, rich and smooth every single morning.",5,positive
326,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
327,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
328,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",2,negative
329,"Terrible shipping experience, the box arrived crushed and delivery was slow.",2,negative
330,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
331,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
332,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
333,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
334,"Way overpriced compared to JavaJoy, the price per bag keeps going up.",1,negative
335,"The flavor of the dark roast is incredible, rich and smooth every single morning.",4,positive
336,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,4,positive
337,"Terrible shipping experience, the box arrived crushed and delivery was slow.",1,negative
338,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
339,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
340,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
341,"The subscription price increase is ridiculous, too expensive to justify anymore.",1,negative
342,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",2,negative
343,My delivery was delayed twice and customer support never fixed the shipping issue.,2,negative
344,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
345,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,5,positive
346,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
347,"The subscription price increase is ridiculous, too expensive to justify anymore.",2,negative
348,"Terrible shipping experience, the box arrived crushed and delivery was slow.",1,negative
349,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,4,positive
350,"Terrible shipping experience, the box arrived crushed and delivery was slow.",2,negative
351,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
352,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
353,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
354,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",1,negative
355,"The subscription price increase is ridiculous, too expensive to justify anymore.",2,negative
356,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",5,positive
357,"The coffee is fine, average flavor, shipping was on time, price is what it is.",3,neutral
358,"The subscription price increase is ridiculous, too expensive to justify anymore.",2,negative
359,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",4,positive
360,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
361,"The flavor of the dark roast is incredible, rich and smooth every single morning.",5,positive
362,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
363,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
364,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
365,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
366,My delivery was delayed twice and customer support never fixed the shipping issue.,2,negative
367,The packaging design is gorgeous and the flavor of the Ethiopia beans is outstanding.,5,positive
368,"Decent beans, nothing special, the packaging is nice but the price is a bit high.",3,neutral
369,"Amazing flavor and the packaging is beautiful, the resealable bags keep everything fresh.",4,positive
370,"Love the taste, the espresso blend has wonderful flavor and always tastes fresh.",5,positive
371,My delivery was delayed twice and customer support never fixed the shipping issue.,1,negative
372,"The price is too expensive for the amount of coffee you get, I may switch to JavaJoy.",1,negative
373,"Shipping took almost two weeks and my order arrived late again, very frustrating.",1,negative
374,BrewBox beans taste better than JavaJoy and the packaging is so cute and eco friendly.,4,positive
375,"Fantastic flavor, way better than the RoastRivals subscription I used to have.",5,positive
376,My delivery was delayed twice and customer support never fixed the shipping issue.,2,negative
